date_time,ret,trgt,bin,side
2020-04-01 21:00:00,0.023948579324001407,0.01,0,-1.0
2020-04-01 22:30:00,0.0033792424766523332,0.01,0,-1.0
2020-04-01 22:35:00,-0.01729106390751478,0.01,0,-1.0
2020-04-02 17:05:00,0.008511153632467128,0.01,1,-1.0
2020-04-03 07:40:00,0.02097137065972543,0.01,1,-1.0
2020-04-03 08:05:00,0.03537188779725153,0.01,1,-1.0
2020-04-03 15:35:00,0.04596082544715685,0.01,1,1.0
2020-04-03 15:45:00,0.05625448072295369,0.01,1,1.0
2020-04-04 20:30:00,0.05426747100243601,0.01,0,-1.0
2020-04-04 21:15:00,0.06560919905487239,0.01,1,-1.0
2020-04-05 17:15:00,0.07810167054367234,0.01,1,1.0
2020-04-05 17:25:00,0.09023938920055596,0.01,1,1.0
2020-04-06 00:30:00,0.06658057153943331,0.01,0,-1.0
2020-04-07 15:15:00,0.04246272342951429,0.01,0,1.0
2020-04-07 20:10:00,0.05308741434823405,0.01,1,1.0
2020-04-09 04:20:00,0.06349385131955598,0.01,1,1.0
2020-04-10 03:50:00,0.03779646540967352,0.01,0,1.0
2020-04-10 04:00:00,0.01700800535537017,0.01,0,1.0
2020-04-10 05:20:00,-0.0056634664955354,0.01,0,1.0
2020-04-13 00:25:00,0.00902758214138399,0.01,1,1.0
2020-04-13 00:30:00,0.028408940007421776,0.01,1,1.0
2020-04-13 21:50:00,0.00761097431337476,0.01,0,-1.0
2020-04-16 07:20:00,-0.01771228558546745,0.01,0,-1.0
2020-04-16 22:10:00,-0.013674537600445683,0.01,0,-1.0
2020-04-20 11:55:00,-0.00341264326250346,0.01,1,1.0
2020-04-20 17:45:00,-0.009218958776321066,0.01,0,1.0
2020-04-23 14:20:00,0.00422429890058151,0.01,1,-1.0
2020-04-23 14:25:00,0.017234215192324924,0.01,1,-1.0
2020-04-24 09:35:00,0.02765661635679672,0.01,1,-1.0
2020-04-24 14:30:00,0.03966895088178767,0.01,1,1.0
2020-04-25 01:40:00,0.050411882249437816,0.01,1,1.0
2020-04-25 11:30:00,0.0355403526213166,0.01,0,-1.0
2020-04-27 00:35:00,0.03417792483451775,0.01,0,-1.0
2020-04-29 02:05:00,0.013089350295876205,0.01,0,-1.0
2020-04-29 03:05:00,-0.0076638087182617845,0.01,0,-1.0
2020-04-29 16:50:00,-0.03982932880601065,0.01,0,-1.0
2020-04-29 17:45:00,-0.01788792124011141,0.01,1,-1.0
2020-04-30 03:30:00,-0.042103230273221826,0.01,0,-1.0
2020-04-30 03:35:00,-0.06312895340269098,0.01,0,-1.0
2020-04-30 03:55:00,-0.0503009339115158,0.01,1,-1.0
2020-04-30 09:20:00,-0.08554077332207599,0.01,0,1.0
2020-04-30 10:00:00,-0.06873030878494946,0.01,1,1.0
2020-04-30 16:45:00,-0.09048645215636875,0.01,0,1.0
2020-04-30 17:35:00,-0.0774288050975468,0.01,1,1.0
2020-04-30 17:40:00,-0.06005014667180719,0.01,1,1.0
2020-04-30 17:50:00,-0.04460321270954404,0.01,1,1.0
2020-04-30 19:30:00,-0.0330865340355645,0.01,1,-1.0
2020-05-01 11:30:00,-0.019355944486350585,0.01,1,-1.0
2020-05-01 11:40:00,-0.005384950887431406,0.01,1,-1.0
2020-05-03 00:40:00,0.015710869401884483,0.01,1,-1.0
2020-05-03 00:50:00,0.03401365896786335,0.01,1,-1.0
2020-05-03 06:15:00,0.044527429121856144,0.01,1,1.0
2020-05-03 12:30:00,0.02181615835803552,0.01,0,1.0
2020-05-03 12:40:00,-0.0006903529877623216,0.01,0,1.0
2020-05-03 13:15:00,0.010676689036704823,0.01,1,1.0
2020-05-03 13:20:00,-0.013618681020746926,0.01,0,1.0
2020-05-04 01:20:00,-0.0015154589982634414,0.01,1,1.0
2020-05-04 01:30:00,-0.021847817730884178,0.01,0,1.0
2020-05-04 13:55:00,-0.045708802042089824,0.01,0,-1.0
2020-05-04 14:15:00,-0.0655292773774735,0.01,0,-1.0
2020-05-05 05:10:00,-0.055242228328260645,0.01,1,-1.0
2020-05-05 10:10:00,-0.043153550056250434,0.01,1,1.0
2020-05-05 10:20:00,-0.029458151877110095,0.01,1,1.0
2020-05-06 00:05:00,-0.0516384640645966,0.01,0,-1.0
2020-05-06 03:55:00,-0.07295329845693266,0.01,0,-1.0
2020-05-06 10:30:00,-0.06027004518442547,0.01,1,-1.0
2020-05-06 10:35:00,-0.08016368105701888,0.01,0,-1.0
2020-05-06 23:00:00,-0.06157362032970626,0.01,1,-1.0
2020-05-06 23:10:00,-0.04702081148754844,0.01,1,-1.0
2020-05-06 23:55:00,-0.03630213517844838,0.01,1,1.0
2020-05-07 00:00:00,-0.023058638200475712,0.01,1,1.0
2020-05-07 00:05:00,-0.012783813493983389,0.01,1,1.0
2020-05-07 13:15:00,-0.03331536619395259,0.01,0,-1.0
2020-05-07 13:25:00,-0.057178708032452175,0.01,0,-1.0
2020-05-07 17:05:00,-0.0789342587091284,0.01,0,-1.0
2020-05-07 17:10:00,-0.10102435764006168,0.01,0,-1.0
2020-05-07 17:25:00,-0.12117474386333948,0.01,0,-1.0
2020-05-08 06:15:00,-0.10877642381283037,0.01,1,1.0
2020-05-08 07:05:00,-0.09775744719785373,0.01,1,1.0
2020-05-08 11:00:00,-0.08538053797749612,0.01,1,-1.0
2020-05-09 00:00:00,-0.07238863707717647,0.01,1,1.0
2020-05-09 00:05:00,-0.09337891307909774,0.01,0,1.0
2020-05-09 04:55:00,-0.1150772863623275,0.01,0,1.0
2020-05-09 07:10:00,-0.14023132738377497,0.01,0,1.0
2020-05-09 07:40:00,-0.12907600026795008,0.01,1,1.0
2020-05-10 00:10:00,-0.2053673552633094,0.01,0,1.0
2020-05-10 00:15:00,-0.23102638993470437,0.01,0,1.0
2020-05-10 00:20:00,-0.21845317504573447,0.01,1,1.0
2020-05-10 00:25:00,-0.1967215017104117,0.01,1,1.0
2020-05-10 00:30:00,-0.1832485872354802,0.01,1,1.0
2020-05-10 15:15:00,-0.2077748704140846,0.01,0,1.0
2020-05-10 17:00:00,-0.1969084635091226,0.01,1,1.0
2020-05-11 10:05:00,-0.18674488576149317,0.01,1,1.0
2020-05-11 11:55:00,-0.21048051643704757,0.01,0,-1.0
2020-05-11 16:40:00,-0.19922725905374206,0.01,1,1.0
2020-05-11 16:45:00,-0.22503861219824273,0.01,0,1.0
2020-05-11 18:20:00,-0.21199502481732158,0.01,1,1.0
2020-05-12 14:20:00,-0.19951157052913004,0.01,1,-1.0
2020-05-12 14:25:00,-0.18613037653764308,0.01,1,-1.0
2020-05-13 12:50:00,-0.20821188676673608,0.01,0,-1.0
2020-05-14 20:30:00,-0.1797492026694324,0.01,1,-1.0
2020-05-15 02:30:00,-0.16766486690480498,0.01,1,1.0
2020-05-15 02:40:00,-0.15577962962059033,0.01,1,1.0
2020-05-15 15:45:00,-0.1797030340741248,0.01,0,1.0
2020-05-15 15:55:00,-0.20667039104518636,0.01,0,1.0
2020-05-15 20:45:00,-0.19396571326660506,0.01,1,1.0
2020-05-16 05:30:00,-0.18310479061365714,0.01,1,-1.0
2020-05-16 18:50:00,-0.17044302677677203,0.01,1,1.0
2020-05-17 12:25:00,-0.16031964350432037,0.01,1,-1.0
2020-05-17 12:35:00,-0.18302767873276082,0.01,0,-1.0
2020-05-18 01:10:00,-0.17284284359472124,0.01,1,-1.0
2020-05-18 08:45:00,-0.1623525854471618,0.01,1,1.0
2020-05-18 08:50:00,-0.15166131986377407,0.01,1,1.0
2020-05-19 04:00:00,-0.13698088693032762,0.01,1,1.0
2020-05-19 08:15:00,-0.12433820501249981,0.01,1,-1.0
2020-05-19 23:00:00,-0.11353243610604824,0.01,1,-1.0
2020-05-20 00:05:00,-0.09525736162119613,0.01,1,-1.0
2020-05-20 15:50:00,-0.08461958380091084,0.01,1,1.0
2020-05-21 10:00:00,-0.10775847819149931,0.01,0,1.0
2020-05-21 14:10:00,-0.12784913805415365,0.01,0,1.0
2020-05-21 14:15:00,-0.15300165515852004,0.01,0,1.0
2020-05-21 14:40:00,-0.14038809824405507,0.01,1,1.0
2020-05-21 14:45:00,-0.16666602260447427,0.01,0,1.0
2020-05-24 13:50:00,-0.18795431883546265,0.01,0,1.0
2020-05-25 11:00:00,-0.1761649941703134,0.01,1,1.0
2020-05-25 17:45:00,-0.16040257269687075,0.01,1,-1.0
2020-05-27 10:30:00,-0.16743984811167822,0.01,0,-1.0
2020-05-28 01:05:00,-0.19256913647936647,0.01,0,-1.0
2020-05-28 23:35:00,-0.18208136797821317,0.01,1,-1.0
2020-05-29 10:50:00,-0.16929203464487896,0.01,1,1.0
2020-05-29 15:35:00,-0.15795040314564934,0.01,1,1.0
2020-05-30 03:55:00,-0.14744400586505257,0.01,1,1.0
2020-05-30 04:35:00,-0.13697450646218967,0.01,1,-1.0
2020-05-30 06:15:00,-0.12645326522636569,0.01,1,-1.0
2020-05-30 20:40:00,-0.11520950439466104,0.01,1,1.0
2020-05-30 22:55:00,-0.10454186539280141,0.01,1,-1.0
2020-05-30 23:05:00,-0.09298809758074178,0.01,1,-1.0
2020-05-31 23:05:00,-0.08126356737225526,0.01,1,1.0
2020-06-01 19:45:00,-0.11118439170681815,0.01,0,-1.0
2020-06-01 23:20:00,-0.13585994577855298,0.01,0,-1.0
2020-06-01 23:35:00,-0.1254228590623756,0.01,1,-1.0
2020-06-02 14:55:00,-0.146394588870016,0.01,0,1.0
2020-06-02 15:00:00,-0.1429874035109624,0.01,0,1.0
2020-06-05 12:00:00,-0.13729776634294022,0.01,0,1.0
2020-06-06 00:35:00,-0.12582855012500005,0.01,1,1.0
2020-06-06 01:00:00,-0.11305724048789889,0.01,1,1.0
2020-06-06 12:30:00,-0.10106006851207416,0.01,1,-1.0
2020-06-07 11:55:00,-0.08307579809113985,0.01,1,1.0
2020-06-07 12:25:00,-0.0681618590436679,0.01,1,1.0
2020-06-07 20:00:00,-0.0648563225792107,0.01,0,-1.0
2020-06-09 00:00:00,-0.04656719419641853,0.01,1,-1.0
2020-06-09 00:20:00,-0.060335583676422555,0.01,0,-1.0
2020-06-09 21:20:00,-0.0807681867027179,0.01,0,-1.0
2020-06-09 22:00:00,-0.10123391554084538,0.01,0,-1.0
2020-06-10 18:30:00,-0.0898168004634442,0.01,1,-1.0
2020-06-10 18:50:00,-0.07913313685584222,0.01,1,-1.0
2020-06-11 06:30:00,-0.09945941205878339,0.01,0,1.0
2020-06-11 13:15:00,-0.12455006883511943,0.01,0,1.0
2020-06-11 15:15:00,-0.14644994971048642,0.01,0,1.0
2020-06-11 16:55:00,-0.1303273393371288,0.01,1,1.0
2020-06-11 17:00:00,-0.11752833242866523,0.01,1,1.0
2020-06-14 13:50:00,-0.13774457550780284,0.01,0,1.0
2020-06-14 14:40:00,-0.15803895862986517,0.01,0,1.0
2020-06-14 15:25:00,-0.1781642805219401,0.01,0,1.0
2020-06-14 22:10:00,-0.16684021243316716,0.01,1,1.0
2020-06-14 22:25:00,-0.1891298949601281,0.01,0,1.0
2020-06-17 03:40:00,-0.19265893640444753,0.01,0,1.0
2020-06-17 20:00:00,-0.18185554668344217,0.01,1,1.0
2020-06-17 20:05:00,-0.17086725479802123,0.01,1,1.0
2020-06-18 21:15:00,-0.15965642497299903,0.01,1,1.0
2020-06-18 21:30:00,-0.16229624299314616,0.01,0,1.0
2020-06-19 09:30:00,-0.15379322989402533,0.01,0,-1.0
2020-06-22 21:10:00,-0.14327731016255985,0.01,1,-1.0
2020-06-23 16:20:00,-0.1326473003848324,0.01,1,-1.0
2020-06-24 07:35:00,-0.1542681023675666,0.01,0,1.0
2020-06-24 07:50:00,-0.17536452908816924,0.01,0,1.0
2020-06-25 03:10:00,-0.16052093420028057,0.01,1,1.0
2020-06-25 03:30:00,-0.15041322621645115,0.01,1,1.0
2020-06-26 07:20:00,-0.14008615477127606,0.01,1,1.0
2020-06-26 07:40:00,-0.13483753417437672,0.01,0,1.0
2020-06-27 16:30:00,-0.12442958392290338,0.01,1,1.0
2020-06-27 19:45:00,-0.10862821181056448,0.01,1,1.0
2020-06-28 14:50:00,-0.09628408730897886,0.01,1,-1.0
2020-06-28 15:15:00,-0.08576289234181533,0.01,1,-1.0
2020-06-29 14:15:00,-0.07321808157709653,0.01,1,1.0
2020-06-29 21:15:00,-0.06249859527031998,0.01,1,-1.0
2020-06-30 13:10:00,-0.052145059638673996,0.01,1,1.0
2020-06-30 13:25:00,-0.045045354463445375,0.01,0,1.0
2020-07-02 15:10:00,-0.04076873735035502,0.01,0,1.0
2020-07-05 21:35:00,-0.027417266783298033,0.01,1,1.0
2020-07-06 06:20:00,-0.03615939293741066,0.01,0,-1.0
2020-07-06 07:10:00,-0.04219688003737465,0.01,0,-1.0
2020-07-07 20:45:00,-0.030137768654702635,0.01,1,1.0
2020-07-08 03:15:00,-0.0371315578715915,0.01,0,-1.0
2020-07-08 03:40:00,-0.04773463236902964,0.01,0,-1.0
2020-07-08 13:45:00,-0.05012672694417786,0.01,0,-1.0
2020-07-09 14:40:00,-0.07143658439728073,0.01,0,1.0
2020-07-09 14:55:00,-0.08008340719012397,0.01,0,1.0
2020-07-09 15:00:00,-0.08449658427790241,0.01,0,1.0
2020-07-09 15:20:00,-0.08055327653346422,0.01,0,1.0
2020-07-09 15:30:00,-0.08023678379328736,0.01,0,1.0
2020-07-10 16:15:00,-0.0800685748495642,0.01,0,-1.0
2020-07-12 13:25:00,-0.08790506874096593,0.01,0,-1.0
2020-07-13 19:25:00,-0.08423244513012684,0.01,0,1.0
2020-07-13 19:40:00,-0.08152947912016884,0.01,0,1.0
2020-07-14 11:30:00,-0.08011856924054572,0.01,0,1.0
2020-07-16 07:10:00,-0.08058200188504805,0.01,0,1.0
2020-07-19 23:10:00,-0.07626190717653714,0.01,0,-1.0
2020-07-21 07:50:00,-0.07676932493615918,0.01,0,-1.0
2020-07-22 22:35:00,-0.0853928344691064,0.01,0,-1.0
2020-07-23 16:55:00,-0.07459370747822369,0.01,1,-1.0
2020-07-24 06:55:00,-0.06411610971580828,0.01,1,1.0
2020-07-24 17:05:00,-0.07373169387266221,0.01,0,-1.0
2020-07-24 21:25:00,-0.0835499169568853,0.01,0,-1.0
2020-07-25 04:05:00,-0.09338131082684509,0.01,0,-1.0
2020-07-26 08:55:00,-0.11588856445365936,0.01,0,-1.0
2020-07-26 10:00:00,-0.10379815982001594,0.01,1,-1.0
2020-07-26 10:05:00,-0.0926737487771454,0.01,1,-1.0
2020-07-26 10:10:00,-0.0824394339000738,0.01,1,-1.0
2020-07-27 01:30:00,-0.10243654097424926,0.01,0,-1.0
2020-07-27 01:45:00,-0.12481429931001187,0.01,0,-1.0
2020-07-27 03:55:00,-0.15058996470925257,0.01,0,-1.0
2020-07-27 13:25:00,-0.1719777974088722,0.01,0,-1.0
2020-07-27 16:50:00,-0.19176888636024259,0.01,0,-1.0
2020-07-27 17:05:00,-0.22052783958937827,0.01,0,-1.0
2020-07-27 21:55:00,-0.24098920300891702,0.01,0,-1.0
2020-07-27 22:00:00,-0.20900124318719093,0.01,1,-1.0
2020-07-27 22:05:00,-0.17141726128071844,0.01,1,-1.0
2020-07-28 09:00:00,-0.1613550789422834,0.01,1,1.0
2020-07-28 14:25:00,-0.142094264837905,0.01,1,-1.0
2020-07-28 16:45:00,-0.1315545946013451,0.01,1,1.0
2020-07-29 14:45:00,-0.1210789391001702,0.01,1,-1.0
2020-07-29 14:50:00,-0.10533602363962669,0.01,1,-1.0
2020-07-29 21:55:00,-0.09142109940733956,0.01,1,-1.0
2020-07-30 00:10:00,-0.08896558690395662,0.01,0,1.0
2020-07-30 18:10:00,-0.1092958721986077,0.01,0,-1.0
2020-07-30 19:30:00,-0.09905850375357761,0.01,1,-1.0
2020-07-31 02:10:00,-0.08755999349424859,0.01,1,1.0
2020-08-01 19:30:00,-0.1084424786896877,0.01,0,-1.0
2020-08-01 19:45:00,-0.12860919911210722,0.01,0,-1.0
2020-08-02 01:50:00,-0.0719908763523438,0.01,1,-1.0
2020-08-02 04:40:00,-0.053481146017855474,0.01,1,1.0
2020-08-02 04:45:00,-0.04277527288828842,0.01,1,1.0
2020-08-02 11:40:00,-0.032231873249953136,0.01,1,1.0
2020-08-03 00:15:00,-0.02197192938568948,0.01,1,1.0
2020-08-03 06:45:00,-0.04443486048936407,0.01,0,-1.0
2020-08-03 13:45:00,-0.03355640041394903,0.01,1,-1.0
2020-08-03 16:30:00,-0.02073010082443627,0.01,1,-1.0
2020-08-03 22:10:00,-0.009596175506889846,0.01,1,1.0
2020-08-04 11:50:00,0.0019949159913208465,0.01,1,1.0
2020-08-04 12:00:00,0.014068895578581268,0.01,1,1.0
2020-08-05 01:45:00,0.024148553784826502,0.01,1,1.0
2020-08-05 10:10:00,0.004197729684160885,0.01,0,-1.0
2020-08-06 13:05:00,0.003244539006024845,0.01,0,-1.0
2020-08-06 13:35:00,0.016081701544253264,0.01,1,-1.0
2020-08-06 21:55:00,0.02617239686367879,0.01,1,1.0
2020-08-07 17:35:00,0.0364113757405834,0.01,1,1.0
2020-08-07 18:35:00,0.04652416822120065,0.01,1,1.0
2020-08-09 13:25:00,0.056694526001696784,0.01,1,1.0
2020-08-10 02:15:00,0.09302681076675479,0.01,1,-1.0
2020-08-10 10:30:00,0.10509373090322505,0.01,1,1.0
2020-08-11 15:15:00,0.08222276689805796,0.01,0,1.0
2020-08-11 16:15:00,0.09339420893568917,0.01,1,1.0
2020-08-11 20:20:00,0.10499066228575571,0.01,1,1.0
2020-08-11 20:35:00,0.11787872150824552,0.01,1,1.0
2020-08-12 06:10:00,0.13294103025807869,0.01,1,1.0
